#CpG,Coefficient estimate (slope),Standard error,p value,Bonferroni p,q value (FDR),Gene
cpg,beta,std.err,p.value,bonferroni,fdr,gene
cg07166546,0.0007469304,0.0002545867,0.003420025,1.00E+00,0.0287840395,NA
cg26802786,0.0002035399,6.94E-05,0.0034208026,1.00E+00,0.0287897357,NA
cg21799270,-0.0002668108,9.09E-05,0.0034210808,1.00E+00,0.0287912299,SEC24A
cg16554447,0.0003498378,0.0001192451,0.0034213602,1.00E+00,0.0287927337,MLIP
cg17603733,-9.39E-05,3.20E-05,0.0034220071,1.00E+00,0.0287973297,FLJ23867
cg25856632,-0.0001419403,4.84E-05,0.0034221745,1.00E+00,0.0287978904,DLG4
cg07437373,0.000162213,5.53E-05,0.0034224621,1.00E+00,0.0287994628,NA
cg04768501,-0.00025147,8.57E-05,0.0034231337,1.00E+00,0.0288042658,IL17RE
cg16423910,-0.0004571995,0.0001558521,0.0034238214,1.00E+00,0.0288092042,CD37
cg08133327,-9.36E-05,3.19E-05,0.0034243442,1.00E+00,0.0288113961,NA
cg08961621,-0.0001796693,6.12E-05,0.0034243809,1.00E+00,0.0288113961,KCNJ15
cg19517014,-0.0001141998,3.89E-05,0.0034243843,1.00E+00,0.0288113961,DPF2
cg08623256,0.0002952092,0.000100635,0.0034247128,1.00E+00,0.0288133121,NA
cg19231602,-0.0002276836,7.76E-05,0.003425385,1.00E+00,0.0288181192,NA
cg03918313,-8.12E-05,2.77E-05,0.0034258524,1.00E+00,0.028821203,TSPAN4
cg02500691,-0.0002886842,9.84E-05,0.0034265103,1.00E+00,0.0288246252,NA
cg00344577,-0.0002591523,8.83E-05,0.0034265344,1.00E+00,0.0288246252,NA
cg00112929,-0.0001141634,3.89E-05,0.0034265617,1.00E+00,0.0288246252,PYHIN1
cg14518178,0.000290778,9.91E-05,0.0034267679,1.00E+00,0.0288255112,NA
cg24009881,0.0002932207,1.00E-04,0.0034268875,1.00E+00,0.0288256688,NA
cg06753662,-0.0001339626,4.57E-05,0.0034270762,1.00E+00,0.0288260441,EIF2D
cg00573352,0.0001537546,5.24E-05,0.0034271338,1.00E+00,0.0288260441,CCNY
cg21288716,-0.0001311689,4.47E-05,0.0034273222,1.00E+00,0.02882678,AGMAT
cg00691123,0.0003161189,0.0001077723,0.0034275076,1.00E+00,0.0288274913,VGLL4
cg18925726,-8.11E-05,2.76E-05,0.0034276101,1.00E+00,0.0288275052,NA
cg14165841,-8.79E-05,3.00E-05,0.0034277619,1.00E+00,0.0288279333,NA
cg12188526,-0.0001775675,6.05E-05,0.0034278918,1.00E+00,0.0288281779,NA
cg17814680,-7.28E-05,2.48E-05,0.0034282313,1.00E+00,0.028830185,NA
cg12532095,0.000277668,9.47E-05,0.0034286074,1.00E+00,0.0288324994,NA
cg14496282,-0.0001691841,5.77E-05,0.0034289099,1.00E+00,0.0288327715,PDGFA
cg12853521,-0.0004089625,0.000139431,0.0034289189,1.00E+00,0.0288327715,MC5R
cg12586347,0.0003274439,0.0001116385,0.0034289995,1.00E+00,0.0288327715,NA
cg01474140,-0.0001496154,5.10E-05,0.0034290433,1.00E+00,0.0288327715,NA
cg23806259,0.0002100368,7.16E-05,0.0034292052,1.00E+00,0.0288329485,NR5A2
cg02054513,-0.000213441,7.28E-05,0.0034292661,1.00E+00,0.0288329485,NA
cg07697100,-0.0001549564,5.28E-05,0.0034296531,1.00E+00,0.0288345493,NA
cg15965241,-0.0002651024,9.04E-05,0.0034296583,1.00E+00,0.0288345493,P2RX7
cg09129334,0.0004980847,0.0001698224,0.003430102,1.00E+00,0.0288374315,ARHGEF7
cg00504595,0.0004842859,0.0001651183,0.0034302158,1.00E+00,0.0288375399,TNFRSF19
cg09530763,-0.0001885454,6.43E-05,0.00343056,1.00E+00,0.0288395856,RNF26
cg12647962,-0.0001014256,3.46E-05,0.0034306652,1.00E+00,0.0288396139,OR5B21
cg03110795,0.0005796221,0.0001976233,0.0034307652,1.00E+00,0.0288396139,NA
cg15179872,-0.0001123681,3.83E-05,0.0034311819,1.00E+00,0.0288422691,NA
cg04195892,-0.0001548067,5.28E-05,0.0034316777,1.00E+00,0.0288441854,CUX2
cg06127885,0.0001720767,5.87E-05,0.0034316861,1.00E+00,0.0288441854,NA
cg00388197,-9.56E-05,3.26E-05,0.0034317127,1.00E+00,0.0288441854,C14orf183
cg05547993,-0.0001062026,3.62E-05,0.0034319867,1.00E+00,0.0288456406,VAC14
cg05726195,-0.0005943271,0.0002026505,0.003432344,1.00E+00,0.0288477956,NA
cg05057720,-6.71E-05,2.29E-05,0.003432694,1.00E+00,0.0288498885,CLEC14A
cg00084577,0.000343182,0.0001170221,0.0034339248,1.00E+00,0.028858175,NA
cg27292835,-0.0003564365,0.0001215421,0.0034340109,1.00E+00,0.028858175,RASSF3
cg27294582,0.0002031273,6.93E-05,0.0034340525,1.00E+00,0.028858175,HOXB8
cg13411229,-0.0001745294,5.95E-05,0.0034340838,1.00E+00,0.028858175,SLURP1
cg19824242,0.000243888,8.32E-05,0.0034343003,1.00E+00,0.0288591453,NA
cg01550915,-0.0002144613,7.31E-05,0.0034344515,1.00E+00,0.0288595679,ABCA3
cg20011604,-0.0001510784,5.15E-05,0.003434822,1.00E+00,0.0288618326,TUBA3C
cg04036920,-0.0003119864,0.0001063903,0.0034356073,1.00E+00,0.0288675825,KIAA1549L
cg06711306,-6.71E-05,2.29E-05,0.0034357499,1.00E+00,0.0288679323,NA
cg26246740,-0.0002428518,8.28E-05,0.0034363306,1.00E+00,0.0288719627,WDFY4
cg02334669,-8.61E-05,2.94E-05,0.0034366041,1.00E+00,0.0288734119,PRKCZ
cg05049280,0.0002549582,8.69E-05,0.0034369535,1.00E+00,0.0288754986,GNAT2
cg04382468,0.0002326434,7.93E-05,0.0034370556,1.00E+00,0.0288755077,CLEC16A
cg23500889,-0.0001527784,5.21E-05,0.0034372682,1.00E+00,0.0288764447,PDE4C
cg00407040,-0.000121456,4.14E-05,0.0034377146,1.00E+00,0.0288793461,FRMD4A
cg18998365,-0.0003511295,0.0001197481,0.0034382114,1.00E+00,0.0288826703,NR3C1
cg02987387,-0.0002504951,8.54E-05,0.003438644,1.00E+00,0.0288854559,RYR1
cg05560165,-0.0001130716,3.86E-05,0.0034388043,1.00E+00,0.0288859531,TCF7
cg14839935,-0.0001448017,4.94E-05,0.003439672,1.00E+00,0.0288915577,NA
cg10715147,-0.0001100796,3.75E-05,0.0034397753,1.00E+00,0.0288915577,SPTBN5
cg22441074,-0.0001014934,3.46E-05,0.0034398333,1.00E+00,0.0288915577,MNT
cg06557067,-0.000121969,4.16E-05,0.0034398881,1.00E+00,0.0288915577,BTNL2
cg26677675,-0.0001177167,4.01E-05,0.0034399769,1.00E+00,0.0288915577,TENM3
cg12424694,-8.73E-05,2.98E-05,0.0034404124,1.00E+00,0.0288943662,NA
cg08145256,-0.0001522369,5.19E-05,0.0034406124,1.00E+00,0.0288949834,KIAA1456
cg09631652,-0.0001682486,5.74E-05,0.0034407128,1.00E+00,0.0288949834,TENC1
cg03793486,-0.0002002477,6.83E-05,0.003440928,1.00E+00,0.0288949834,COL25A1
cg22348001,-0.0001187303,4.05E-05,0.0034409323,1.00E+00,0.0288949834,SLC22A12
cg04749646,-6.93E-05,2.36E-05,0.0034410331,1.00E+00,0.0288949834,MARCH4
cg06251539,-7.57E-05,2.58E-05,0.0034412331,1.00E+00,0.0288949834,VGLL3
cg16745829,-6.10E-05,2.08E-05,0.00344126,1.00E+00,0.0288949834,NA
cg13116438,-7.08E-05,2.41E-05,0.0034413391,1.00E+00,0.0288949834,NA
cg07309904,-9.16E-05,3.12E-05,0.0034414938,1.00E+00,0.0288949834,GAA
cg15159247,-0.0003158183,0.0001077162,0.0034414968,1.00E+00,0.0288949834,MOB3A
cg26727435,-8.61E-05,2.94E-05,0.0034419834,1.00E+00,0.0288982195,NA
cg26269846,-0.0001626238,5.55E-05,0.0034422641,1.00E+00,0.0288990315,NPHP4
cg25504222,-6.29E-05,2.15E-05,0.0034422823,1.00E+00,0.0288990315,TNFAIP8L1
cg23244559,-0.0001778071,6.06E-05,0.0034426023,1.00E+00,0.028900869,CXCL2
cg24996280,-0.0001348591,4.60E-05,0.0034429887,1.00E+00,0.0289032635,TSNARE1
cg17512133,-0.0001040801,3.55E-05,0.0034439331,1.00E+00,0.0289103432,CCNI
cg14917100,-0.0001818601,6.20E-05,0.0034440691,1.00E+00,0.0289106353,NA
cg15310568,0.000397697,0.0001356534,0.0034451231,1.00E+00,0.0289186336,MAP2
cg12235788,-0.0002890576,9.86E-05,0.0034452847,1.00E+00,0.0289191405,MYLK
cg16190732,-5.57E-05,1.90E-05,0.0034454515,1.00E+00,0.0289192922,CHST8
cg17939040,-0.0002459272,8.39E-05,0.0034455051,1.00E+00,0.0289192922,ACACA
cg22304262,-0.0003759359,0.0001282406,0.0034463989,1.00E+00,0.0289259447,SLC1A5
cg00827596,-0.0001818199,6.20E-05,0.0034466694,1.00E+00,0.0289273659,APLF
cg18456140,-7.21E-05,2.46E-05,0.003447603,1.00E+00,0.0289330697,TCIRG1
cg19684783,-0.0004093088,0.0001396299,0.0034476418,1.00E+00,0.0289330697,NA
cg20245515,-0.000181318,6.19E-05,0.0034476527,1.00E+00,0.0289330697,NA
cg17861206,-0.0002673965,9.12E-05,0.0034479768,1.00E+00,0.0289345895,HPS6
cg01813965,-0.0003429342,0.000116989,0.0034481319,1.00E+00,0.0289345895,CCDC135
cg11637059,-0.0001255971,4.28E-05,0.0034481442,1.00E+00,0.0289345895,SLC44A4
cg06928887,-0.0002167514,7.39E-05,0.0034483118,1.00E+00,0.0289345895,ZFPM1
cg03575602,0.0002194362,7.49E-05,0.00344834,1.00E+00,0.0289345895,CAMK1D
cg25321556,-0.0001898603,6.48E-05,0.0034489773,1.00E+00,0.0289390874,NRXN2
cg05340339,-6.77E-05,2.31E-05,0.0034512883,1.00E+00,0.0289576285,EPHB2
cg18222544,0.0003432909,0.0001171224,0.0034514413,1.00E+00,0.0289580617,NA
cg26029577,-0.0001791973,6.11E-05,0.0034518368,1.00E+00,0.0289605299,NA
cg21364278,-5.49E-05,1.87E-05,0.0034523318,1.00E+00,0.028963833,NA
cg15140250,-0.0001268658,4.33E-05,0.0034529473,1.00E+00,0.0289681461,NA
cg19757382,-0.000389369,0.0001328498,0.0034532876,1.00E+00,0.028969809,MYEOV2
cg10106284,-0.0004410987,0.0001505009,0.0034533482,1.00E+00,0.028969809,FAM49A
cg17794905,0.0002118766,7.23E-05,0.0034536033,1.00E+00,0.0289710987,SGMS2
cg24102702,-0.0002676149,9.13E-05,0.0034538833,1.00E+00,0.0289725973,C14orf180
cg26314478,-0.0002319893,7.92E-05,0.0034547152,1.00E+00,0.0289787251,ESPNP
cg06519044,-6.67E-05,2.27E-05,0.0034556383,1.00E+00,0.0289848463,SLC38A10
cg21106695,0.0003919082,0.0001337271,0.0034556478,1.00E+00,0.0289848463,NA
cg02973883,0.0001036152,3.54E-05,0.0034563302,1.00E+00,0.0289897195,DCAF4
cg13349606,-0.0001008415,3.44E-05,0.0034565769,1.00E+00,0.0289909376,MAPRE2
cg17732521,-8.61E-05,2.94E-05,0.00345686,1.00E+00,0.0289924618,RHOG
cg26125600,0.0003680417,0.0001255885,0.003457034,1.00E+00,0.0289928463,PF4V1
cg25538340,-9.71E-05,3.31E-05,0.0034571087,1.00E+00,0.0289928463,LPIN1
cg04885614,-7.96E-05,2.72E-05,0.0034575574,1.00E+00,0.0289957581,DHX38
cg22397673,-0.0001878755,6.41E-05,0.0034577732,1.00E+00,0.0289959413,EHMT2
cg08000278,-6.19E-05,2.11E-05,0.0034577982,1.00E+00,0.0289959413,ETNPPL
cg02773868,-0.0001239552,4.23E-05,0.0034578836,1.00E+00,0.0289959413,GNL1
cg12103475,-0.0001044886,3.57E-05,0.0034584122,1.00E+00,0.0289987866,RIN1
cg02231249,-0.0003197967,0.0001091308,0.0034584258,1.00E+00,0.0289987866,NA
cg21055910,-0.0002792835,9.53E-05,0.0034593735,1.00E+00,0.0290058819,ELFN2
cg00524486,-0.0002769112,9.45E-05,0.0034598015,1.00E+00,0.0290086199,MUC5B
cg12871687,-0.0003616365,0.0001234155,0.0034602869,1.00E+00,0.0290118381,C20orf112
cg25542745,-0.0003010973,0.0001027564,0.003460623,1.00E+00,0.0290129874,NA
cg24753998,-0.0006189995,0.000211248,0.0034606445,1.00E+00,0.0290129874,MAP3K7CL
cg00487187,-9.41E-05,3.21E-05,0.0034607285,1.00E+00,0.0290129874,HHEX
cg22219450,0.0003043128,0.0001038553,0.0034611126,1.00E+00,0.0290153563,ABTB2
cg03518533,-0.0001679671,5.73E-05,0.0034612704,1.00E+00,0.0290158285,NA
cg18998003,-0.0001343942,4.59E-05,0.0034615969,1.00E+00,0.0290177141,CDH4
cg10757679,-0.0001614734,5.51E-05,0.0034623237,1.00E+00,0.0290229561,NA
cg18856632,0.0001167262,3.98E-05,0.0034628817,1.00E+00,0.0290264095,NA
cg22735222,-0.0004376492,0.000149369,0.0034629634,1.00E+00,0.0290264095,NKX2-3
cg19694878,-8.96E-05,3.06E-05,0.0034630404,1.00E+00,0.0290264095,NA
cg02335370,-0.0001767994,6.03E-05,0.0034631427,1.00E+00,0.0290264157,NA
cg13482308,-0.0001372048,4.68E-05,0.0034636031,1.00E+00,0.0290289271,PAX5
cg21496913,-9.53E-05,3.25E-05,0.0034636454,1.00E+00,0.0290289271,AKT1
cg22295787,-6.90E-05,2.36E-05,0.003464147,1.00E+00,0.0290307764,ADRA1A
cg06347698,-4.66E-05,1.59E-05,0.0034641691,1.00E+00,0.0290307764,NA
cg17356467,-0.0002237211,7.64E-05,0.003464272,1.00E+00,0.0290307764,AFF3
cg05425936,-8.89E-05,3.04E-05,0.0034642791,1.00E+00,0.0290307764,STK32C
cg27568360,-0.0005763304,0.0001967092,0.0034643739,1.00E+00,0.0290307764,DIP2C
cg23800202,-0.0001683527,5.75E-05,0.003464493,1.00E+00,0.0290309229,TBC1D10A
cg13474734,-0.0002028344,6.92E-05,0.0034652766,1.00E+00,0.0290362975,C15orf52
cg07693617,0.0002471426,8.44E-05,0.0034653376,1.00E+00,0.0290362975,PRKCZ
cg26814650,-0.0001416527,4.83E-05,0.0034657326,1.00E+00,0.0290387094,TAS1R3
cg26280326,-0.0001318571,4.50E-05,0.0034658286,1.00E+00,0.0290387094,H2AFY
cg23426816,-0.0001191221,4.07E-05,0.0034660685,1.00E+00,0.0290395093,NA
cg21107203,-0.0001555884,5.31E-05,0.0034661273,1.00E+00,0.0290395093,NA
cg23873288,-0.0003147184,0.0001074243,0.0034664105,1.00E+00,0.0290403946,NA
cg03741348,-0.0003125465,0.0001066831,0.0034664362,1.00E+00,0.0290403946,FAM167B
cg14433248,-9.91E-05,3.38E-05,0.0034668715,1.00E+00,0.0290426665,NA
cg26988138,-0.0013631551,0.0004652994,0.0034669106,1.00E+00,0.0290426665,GNG7
cg02079377,-7.22E-05,2.47E-05,0.0034671149,1.00E+00,0.029043527,SLC16A12
cg02764361,-0.0001579101,5.39E-05,0.0034674862,1.00E+00,0.0290457861,FER1L5
cg15006118,-9.57E-05,3.27E-05,0.0034685119,1.00E+00,0.0290535265,TENM4
cg06873895,-0.0001520075,5.19E-05,0.0034692121,1.00E+00,0.0290585395,GPR61
cg07894883,-0.0001312325,4.48E-05,0.0034695259,1.00E+00,0.0290603168,ZCCHC24
cg19097322,0.0004492952,0.0001533774,0.00347007,1.00E+00,0.0290640226,FABP7
cg08109850,-6.92E-05,2.36E-05,0.0034705077,1.00E+00,0.0290665572,NA
cg01663440,0.0002988102,0.0001020074,0.0034705761,1.00E+00,0.0290665572,RAD52
cg15348869,-0.0001920477,6.56E-05,0.0034724819,1.00E+00,0.0290816095,SRRM4
cg00692173,-0.0003674562,0.0001254494,0.0034725768,1.00E+00,0.0290816095,ZYG11B
cg21849661,-0.0001208155,4.12E-05,0.0034736811,1.00E+00,0.0290899305,RASSF7
cg06123584,-0.0001490604,5.09E-05,0.003473774,1.00E+00,0.0290899305,NA
cg21810047,0.0005304326,0.0001810979,0.0034740755,1.00E+00,0.0290916033,OXGR1
cg09384400,-0.0002242819,7.66E-05,0.0034745106,1.00E+00,0.029094394,VIPR1
cg09560161,0.0002999744,0.0001024177,0.003474647,1.00E+00,0.029094405,PRKCZ
cg22213057,-0.0001236354,4.22E-05,0.0034747155,1.00E+00,0.029094405,PTPRN2
cg22346073,-0.0003151031,0.0001075848,0.0034754286,1.00E+00,0.0290995239,CLASP1
cg10541110,0.0007615879,0.0002600309,0.0034757021,1.00E+00,0.0291009609,KRTAP2-3
cg16154155,0.0001743531,5.95E-05,0.0034774671,1.00E+00,0.0291148862,NA
cg25164490,-0.0001356249,4.63E-05,0.0034785716,1.00E+00,0.0291232804,SPSB4
cg13997068,-0.0003781017,0.000129107,0.0034786993,1.00E+00,0.0291234969,TPSG1
cg05890484,0.0001884486,6.43E-05,0.003479056,1.00E+00,0.0291256299,BHMT
cg14544289,-0.0001862698,6.36E-05,0.0034794433,1.00E+00,0.0291277884,SPTLC2
cg03126561,0.0001016698,3.47E-05,0.0034795177,1.00E+00,0.0291277884,PARVA
cg26136722,-0.0001188735,4.06E-05,0.0034800332,1.00E+00,0.0291312506,C14orf132
cg11323828,-0.0001686669,5.76E-05,0.0034820423,1.00E+00,0.0291472153,DLL4
cg01632188,-8.57E-05,2.93E-05,0.0034822056,1.00E+00,0.0291477288,MIR1260A
cg23540819,0.0002845864,9.72E-05,0.0034824214,1.00E+00,0.0291486815,ASAH1
cg15836317,-0.0002444069,8.35E-05,0.003482765,1.00E+00,0.0291507037,NA
cg01653494,0.000272962,9.32E-05,0.0034829759,1.00E+00,0.0291516149,P2RX6
cg06332859,-5.30E-05,1.81E-05,0.0034832319,1.00E+00,0.0291525512,CXCR4
cg11413496,-8.00E-05,2.73E-05,0.0034832918,1.00E+00,0.0291525512,NA
cg20491785,-0.0001651559,5.64E-05,0.00348349,1.00E+00,0.0291528631,BRF1
cg09984392,-0.0001235663,4.22E-05,0.0034835599,1.00E+00,0.0291528631,SQLE
cg22128645,-0.0002619057,8.94E-05,0.003483635,1.00E+00,0.0291528631,FAM69A
cg11762703,0.0003851089,0.0001315274,0.0034852799,1.00E+00,0.0291653467,RPTOR
cg06633243,-0.0002878528,9.83E-05,0.0034853308,1.00E+00,0.0291653467,CAMK2D
cg23127323,-0.0002188053,7.47E-05,0.003485589,1.00E+00,0.0291666533,NA
cg20010714,-0.000103833,3.55E-05,0.0034860514,1.00E+00,0.0291696686,SIRT4
cg05554494,-0.000305908,0.0001044816,0.0034865663,1.00E+00,0.0291731226,MEFV
cg11279294,0.000163929,5.60E-05,0.0034867028,1.00E+00,0.0291734113,FSTL4
cg05131696,-0.000480608,0.0001641513,0.0034868238,1.00E+00,0.0291735689,NA
cg03642066,-0.0001349203,4.61E-05,0.0034869262,1.00E+00,0.0291735722,VIPR2
cg17938867,0.0001784966,6.10E-05,0.0034877065,1.00E+00,0.0291792462,GPSM2
cg01190989,0.0004455175,0.0001521724,0.0034881503,1.00E+00,0.0291819749,GPR125
cg05378609,-6.14E-05,2.10E-05,0.0034882368,1.00E+00,0.0291819749,NA
cg14563790,-6.56E-05,2.24E-05,0.0034884618,1.00E+00,0.0291830025,NCS1
cg08793894,-0.0003080789,0.0001052317,0.0034892328,1.00E+00,0.0291885984,NEURL4
cg07025989,-0.000240938,8.23E-05,0.0034895025,1.00E+00,0.0291894878,BCL11B
cg21461748,-0.0001142624,3.90E-05,0.0034895434,1.00E+00,0.0291894878,NA
cg21270074,-0.0001455564,4.97E-05,0.0034900836,1.00E+00,0.029193152,BCAS4
cg03559942,-0.0003282133,0.000112113,0.0034903106,1.00E+00,0.0291941964,ZBTB3
cg02592473,-0.000100192,3.42E-05,0.0034910511,1.00E+00,0.0291992792,ZKSCAN5
cg07459594,-0.0003869772,0.00013219,0.0034913031,1.00E+00,0.0291992792,MORC2-AS1
cg21111471,-0.0002059244,7.03E-05,0.0034913212,1.00E+00,0.0291992792,NA
cg25203539,-0.0001094918,3.74E-05,0.0034913269,1.00E+00,0.0291992792,DVL1
cg18789887,0.0003589455,0.0001226153,0.0034915931,1.00E+00,0.029200651,GALNT15
cg05628390,-0.0001859924,6.35E-05,0.0034919036,1.00E+00,0.0292017238,MORN1
cg18055067,-0.0001859446,6.35E-05,0.0034919257,1.00E+00,0.0292017238,MIR143HG
cg03791486,-0.0003170687,0.0001083138,0.0034925958,1.00E+00,0.0292064734,NA
cg18901895,-0.0002445739,8.35E-05,0.0034929392,1.00E+00,0.0292084898,NA
cg06550582,-0.0005113221,0.0001746759,0.0034932002,1.00E+00,0.0292087288,NA
cg16417301,-9.95E-05,3.40E-05,0.0034932516,1.00E+00,0.0292087288,GJB3
cg27443224,0.0002888724,9.87E-05,0.0034932743,1.00E+00,0.0292087288,CCL21
cg01054938,0.0002722087,9.30E-05,0.0034933914,1.00E+00,0.0292088529,ABCC3
cg07813460,-9.89E-05,3.38E-05,0.0034936306,1.00E+00,0.0292090144,NA
cg18736168,-0.0001911745,6.53E-05,0.0034936387,1.00E+00,0.0292090144,HDGFRP2
cg14188676,0.0003122662,0.000106677,0.0034937466,1.00E+00,0.0292090144,REXO2
cg12642717,0.0002191207,7.49E-05,0.0034938194,1.00E+00,0.0292090144,CIDEA
cg24870483,-0.0001376525,4.70E-05,0.0034943766,1.00E+00,0.0292128176,NA
cg18681352,0.0002604147,8.90E-05,0.0034949867,1.00E+00,0.029217064,SMCR7L
cg08208467,-0.0001746832,5.97E-05,0.0034954174,1.00E+00,0.0292190667,SHPK
cg13728797,-0.0003337433,0.0001140197,0.0034955044,1.00E+00,0.0292190667,NA
cg14462670,-0.0003471748,0.000118609,0.003495533,1.00E+00,0.0292190667,NA
cg04313565,-0.0003036065,0.0001037257,0.0034959636,1.00E+00,0.029221306,XYLT1
cg05934984,-0.0001793562,6.13E-05,0.0034960054,1.00E+00,0.029221306,TERT
cg12211091,-0.0001094535,3.74E-05,0.0034962477,1.00E+00,0.0292218141,GNG7
cg17915676,-0.0004073626,0.0001391738,0.0034962706,1.00E+00,0.0292218141,VWA3B
cg26605046,-0.0002771494,9.47E-05,0.0034967678,1.00E+00,0.0292251148,NA
cg03549618,-0.0005422192,0.0001852519,0.0034969023,1.00E+00,0.0292251154,NA
cg00209786,-0.0001712845,5.85E-05,0.0034969724,1.00E+00,0.0292251154,NA
cg27642416,-0.0002802043,9.57E-05,0.0034971941,1.00E+00,0.0292260409,NA
cg27574595,-0.0003890263,0.000132914,0.0034972876,1.00E+00,0.0292260409,RARB
cg24296765,0.0003137147,0.000107185,0.0034977655,1.00E+00,0.0292291796,NSUN7
cg01880404,-4.16E-05,1.42E-05,0.0034980232,1.00E+00,0.0292301078,XRCC1
cg00467592,-0.0001526175,5.21E-05,0.003498222,1.00E+00,0.0292301078,NA
cg10476962,-7.82E-05,2.67E-05,0.0034983187,1.00E+00,0.0292301078,TRAP1
cg15219811,-0.0004513343,0.0001542069,0.0034983744,1.00E+00,0.0292301078,ACTR1A
cg09991426,-0.0001833081,6.26E-05,0.0034983879,1.00E+00,0.0292301078,NA
cg22556768,-8.12E-05,2.77E-05,0.0034998549,1.00E+00,0.0292415107,NA
cg24303306,-0.0001019207,3.48E-05,0.003500193,1.00E+00,0.0292431541,CHST13
cg11209001,-0.0001308699,4.47E-05,0.0035002563,1.00E+00,0.0292431541,P2RX4
cg18447972,-0.0001321434,4.52E-05,0.0035004668,1.00E+00,0.0292435017,NA
cg05208399,-0.000103459,3.54E-05,0.0035005025,1.00E+00,0.0292435017,MAPK8IP3
cg24085570,-0.0002152068,7.35E-05,0.0035011909,1.00E+00,0.0292477931,ATAD3C
cg18697636,-9.05E-05,3.09E-05,0.0035012208,1.00E+00,0.0292477931,SLC9A3
cg25151274,-9.05E-05,3.09E-05,0.0035016684,1.00E+00,0.0292506767,ANKRD18DP
cg23257225,0.0003113833,0.000106402,0.0035019324,1.00E+00,0.0292520274,ADORA1
cg04920358,-7.69E-05,2.63E-05,0.0035023075,1.00E+00,0.0292543054,NA
cg05211267,-9.41E-05,3.22E-05,0.0035025082,1.00E+00,0.0292551269,NA
cg01990878,-0.000153392,5.24E-05,0.0035027069,1.00E+00,0.0292559316,TEKT1
cg09761478,-0.0002651211,9.06E-05,0.0035032471,1.00E+00,0.0292595884,NA
cg04830825,-0.000220942,7.55E-05,0.0035036536,1.00E+00,0.0292621288,RNF220
cg21252372,-9.68E-05,3.31E-05,0.003503819,1.00E+00,0.029262655,EXTL3
cg09945896,-0.0001392732,4.76E-05,0.0035040259,1.00E+00,0.029263528,ABCA3
cg19593732,-0.0001519492,5.19E-05,0.0035044234,1.00E+00,0.029265909,EPPK1
cg02832915,-7.64E-05,2.61E-05,0.003504565,1.00E+00,0.029265909,ASPRV1
cg24597131,-0.0001352738,4.62E-05,0.0035046237,1.00E+00,0.029265909,KAZN
cg04570735,0.0002524813,8.63E-05,0.0035047206,1.00E+00,0.029265909,PDE4C
cg09075788,-9.48E-05,3.24E-05,0.0035052036,1.00E+00,0.0292690872,NA
cg07360731,-0.0001479275,5.06E-05,0.0035053347,1.00E+00,0.0292693268,MMP17
cg04858631,-0.0003242538,0.000110812,0.0035054884,1.00E+00,0.0292697548,DDIT4
cg08483723,-0.0001062994,3.63E-05,0.0035071616,1.00E+00,0.0292828706,TMEM158
cg05337024,-7.30E-05,2.50E-05,0.0035072777,1.00E+00,0.0292829841,NA
cg15397308,-9.82E-05,3.36E-05,0.0035078683,1.00E+00,0.0292870596,PUF60
cg11204444,-3.88E-05,1.33E-05,0.0035082933,1.00E+00,0.0292897524,TTC26
cg27076536,-0.0002798719,9.57E-05,0.0035085152,1.00E+00,0.0292907492,VAC14
cg01522083,-0.0002143568,7.33E-05,0.003508777,1.00E+00,0.0292920798,NA
cg03571301,-0.0002143758,7.33E-05,0.0035091665,1.00E+00,0.0292944755,DUS1L
cg27210863,-0.0002697813,9.22E-05,0.0035103373,1.00E+00,0.0293033938,SH2D4B
cg07059167,-8.42E-05,2.88E-05,0.0035104737,1.00E+00,0.0293035972,PTOV1
cg23895220,-0.0002348217,8.03E-05,0.0035105794,1.00E+00,0.0293035972,C6orf25
cg07582400,-0.0001360081,4.65E-05,0.0035106693,1.00E+00,0.0293035972,ESPNL
cg09616857,-0.0002547528,8.71E-05,0.003511036,1.00E+00,0.0293058029,MECOM
cg06171329,0.0001732299,5.92E-05,0.0035112572,1.00E+00,0.0293061626,NA
cg03652257,-0.0002024575,6.92E-05,0.0035112842,1.00E+00,0.0293061626,GLI3
cg06977872,0.0002217683,7.58E-05,0.0035121969,1.00E+00,0.0293129244,VARS
cg16117513,-0.0001620394,5.54E-05,0.0035125922,1.00E+00,0.0293153674,C1orf86
cg24549153,0.000390641,0.0001335301,0.0035132853,1.00E+00,0.0293202958,NA
cg03999934,-0.0001114619,3.81E-05,0.00351416,1.00E+00,0.0293258315,NA
cg08450913,-0.0001241886,4.25E-05,0.0035141653,1.00E+00,0.0293258315,NA
cg04346226,-0.00021965,7.51E-05,0.0035142564,1.00E+00,0.0293258315,RAB12
cg15676040,-0.0002666827,9.12E-05,0.0035147745,1.00E+00,0.0293274126,NA
cg02802514,-0.0002523357,8.63E-05,0.0035148001,1.00E+00,0.0293274126,HSD17B8
cg02066518,0.0004156207,0.0001420767,0.0035148329,1.00E+00,0.0293274126,NA
cg03887092,-5.80E-05,1.98E-05,0.0035148564,1.00E+00,0.0293274126,LOC285768
cg27003782,-7.30E-05,2.49E-05,0.0035150445,1.00E+00,0.0293281262,CPXM2
cg03136493,0.0005270494,0.0001801692,0.0035151753,1.00E+00,0.0293283611,NA
cg07931391,-7.35E-05,2.51E-05,0.0035156016,1.00E+00,0.0293310622,NA
