CHR,Position,CpG,Mapped Gene,Nearest Gene (10 Mb),Gene Group,Coef,SE,P,Direction
17,75471401,cg16293484,09-Sep,09-Sep,Body;5'UTR;1stExon;5'UTR;Body;Body;Body;Body,-0.003,0.001,4.54E-04,--+-+---+
1,28415099,cg13129888,EYA3,EYA3       ,1stExon;5'UTR,-0.001,0,4.54E-04,---------
20,5928064,cg19102955,TRMT6,TRMT6      ,Body,0.013,0.004,4.54E-04,+++++-+++
10,102637197,cg22973459,,FAM178A     ,,0.003,0.001,4.55E-04,++--++-++
5,178753803,cg10997906,ADAMTS2,ADAMTS2     ,Body;Body,0.01,0.003,4.55E-04,++++++-++
4,1765550,cg13283739,,TACC3      ,,-0.004,0.001,4.55E-04,------+--
6,79898777,cg10935498,,HMGN3      ,,0.007,0.002,4.56E-04,+--++++++
3,138478129,cg16050349,PIK3CB,PIK3CB      ,1stExon,0.004,0.001,4.56E-04,+-++++++-
7,148946070,cg12868738,ZNF212,ZNF212      ,Body,-0.007,0.002,4.56E-04,-----++--
1,226075151,cg23341299,LEFTY1,LEFTY1      ,Body,0.004,0.001,4.56E-04,++??++?++
3,158410264,cg22511808,GFM1,GFM1       ,3'UTR,0.012,0.003,4.57E-04,+?++++?+?
2,233274723,cg24331934,ALPPL2,ALPPL2      ,3'UTR,0.007,0.002,4.57E-04,++++++++-
7,75267630,cg05857060,HIP1,HIP1       ,Body,0.005,0.001,4.57E-04,+++-+++++
11,32421514,cg01168289,WT1,WT1       ,Body;Body;Body;Body,0.004,0.001,4.57E-04,+++++++++
7,157646656,cg18064706,PTPRN2,PTPRN2      ,Body;Body;Body,-0.002,0.001,4.58E-04,+-?------
4,84257153,cg03321813,HPSE,HPSE       ,TSS1500;TSS1500;TSS1500,0.009,0.003,4.58E-04,++?+++++-
6,30851051,cg23953820,DDR1,DDR1       ,TSS1500;TSS1500,-0.006,0.002,4.59E-04,--------+
10,102789979,cg14463912,SFXN3;PDZD7,PDZD7      ,TSS1500;5'UTR,0.005,0.002,4.59E-04,++++++-++
7,102632303,cg05671644,FBXL13,FBXL13      ,Body;Body,0.01,0.003,4.59E-04,++++++++-
6,112652308,cg06529600,,RFPL4B      ,,0.006,0.002,4.60E-04,+-+++++++
6,32121249,cg05133205,PPT2,LOC100507547   ,TSS200;TSS1500,0.009,0.003,4.60E-04,++++-+-++
1,44230412,cg04131063,ST3GAL3,ST3GAL3     ,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,0.004,0.001,4.60E-04,+++++++-+
14,64677007,cg00755751,SYNE2,SYNE2      ,Body;Body,-0.005,0.001,4.60E-04,+--------
5,139554541,cg03529436,C5orf32,CYSTM1      ,TSS200,-0.001,0,4.60E-04,++-------
15,41923323,cg14517126,,MGA       ,,0.008,0.002,4.61E-04,+-++++-++
17,79047695,cg06710464,BAIAP2,BAIAP2      ,Body;Body;Body;Body,0.004,0.001,4.61E-04,++++++++-
6,162259067,cg15339075,PARK2,PARK2      ,Body;Body;Body,-0.006,0.002,4.61E-04,+----+---
15,74218733,cg10372921,LOXL1,LOXL1      ,TSS200,-0.006,0.002,4.61E-04,+----+---
7,100952364,cg07464358,,IFT22      ,,0.003,0.001,4.62E-04,-+?-+++++
2,43685377,cg20629315,THADA,THADA      ,Body;Body,0.003,0.001,4.62E-04,--+++++++
16,87635657,cg03128192,JPH3,JPH3       ,TSS1500,-0.001,0,4.62E-04,-+---+---
21,47845737,cg13077316,PCNT,PCNT       ,Body,-0.005,0.002,4.64E-04,----+----
14,95983383,cg05546763,,SNHG10      ,,0.002,0.001,4.64E-04,+++-+-+++
22,44389424,cg03373887,SAMM50,SAMM50      ,Body,0.007,0.002,4.64E-04,+++++++++
1,55973664,ch.1.55746252R,,USP24      ,,0,0,4.64E-04,-+-?+---?
6,32153575,cg19376664,PBX2,PBX2       ,3'UTR,-0.005,0.002,4.64E-04,-+??--?--
8,1049477,cg17119279,,LOC286083    ,,-0.005,0.002,4.65E-04,--+------
6,10694907,cg08923626,C6orf52;PAK1IP1,C6orf52     ,Body;TSS1500;TSS200;TSS200,-0.001,0,4.65E-04,--------+
17,26989072,cg06614423,SDF2;SUPT6H,SDF2       ,TSS200;TSS1500,-0.001,0,4.65E-04,----+--+-
19,36195363,cg24860092,,ZBTB32      ,,0.007,0.002,4.66E-04,+++++++++
10,71074462,cg12886731,HK1,HK1       ,TSS1500;Body;Body;Body,0.005,0.002,4.66E-04,+-?+++++-
6,159463103,cg00187889,TAGAP,TAGAP      ,5'UTR;Body;Body,-0.006,0.002,4.66E-04,--------+
8,102472508,cg11182874,,GRHL2      ,,0.005,0.001,4.66E-04,+-++++-++
2,73521089,cg21111868,EGR4,EGR4       ,TSS1500,-0.001,0,4.66E-04,+++-----+
9,139623427,cg23395310,SNHG7,SNHG7      ,TSS1500;TSS1500;TSS1500,-0.004,0.001,4.66E-04,-+-+-----
1,206807380,cg19778776,DYRK3,DYRK3      ,TSS1500;TSS1500,0.009,0.003,4.67E-04,+-++++++-
10,102427695,cg11898958,,PAX2       ,,0.007,0.002,4.67E-04,-++++++++
17,38498914,cg16276850,RARA,RARA       ,5'UTR;1stExon;Body;Body;Body,0.004,0.001,4.68E-04,+++++++++
11,102821111,cg03331229,MMP13,MMP13      ,Body,0.008,0.002,4.68E-04,++++++-++
5,176863531,cg23176889,GRK6,GRK6       ,Body;Body;Body,-0.005,0.001,4.68E-04,-----+---
17,19883326,cg21902394,,AKAP10      ,,0.006,0.002,4.68E-04,+++++++++
19,17187589,cg02633117,MYO9B;HAUS8,MYO9B      ,5'UTR;TSS1500;5'UTR;TSS1500,-0.002,0.001,4.68E-04,--------+
6,100052633,cg03437157,,PRDM13      ,,-0.002,0.001,4.68E-04,---------
12,1922067,cg02929855,CACNA2D4,CACNA2D4     ,Body,0.012,0.003,4.69E-04,++++++++-
6,33285702,cg12664633,ZBTB22,ZBTB22      ,5'UTR;TSS200;1stExon,-0.001,0,4.69E-04,-+-+-+---
10,103599705,cg26015973,KCNIP2,KCNIP2      ,Body;Body;TSS200;Body;Body;Body;Body,-0.003,0.001,4.69E-04,+----+---
10,60094511,cg06430387,UBE2D1,UBE2D1      ,TSS1500,0.004,0.001,4.69E-04,-++++++++
6,33129850,cg17840334,,COL11A2     ,,0.005,0.001,4.70E-04,-++++++++
17,73577422,cg04070976,,LLGL2      ,,-0.005,0.002,4.70E-04,---------
8,61565947,cg12485212,,CHD7       ,,-0.001,0,4.70E-04,--------+
3,100401284,cg00186462,GPR128,GPR128      ,Body,0.01,0.003,4.70E-04,+++++++++
22,20227688,cg00990587,,RTN4R      ,,-0.004,0.001,4.70E-04,--+------
16,69564735,cg05336982,,NFAT5      ,,0.003,0.001,4.71E-04,+++++++-+
18,14475532,cg20206173,,CXADRP3     ,,0.003,0.001,4.71E-04,++?+++-++
14,103691563,cg23142048,,,,0.004,0.001,4.71E-04,++++-+-++
6,27181670,cg20866694,,PRSS16      ,,-0.01,0.003,4.71E-04,-+------+
17,26634225,cg06503831,FLJ40504,,Body,0.007,0.002,4.72E-04,++??++-++
18,10035547,cg06657240,,VAPA       ,,-0.003,0.001,4.72E-04,---------
12,9851366,cg27138901,CLEC2D,CLEC2D      ,3'UTR;3'UTR,0.011,0.003,4.72E-04,+?++++++-
12,13256639,cg00194771,GSG1,GSG1       ,TSS200;TSS200,0.003,0.001,4.72E-04,++++++---
7,128094710,cg02952809,C7orf68,HILPDA      ,TSS1500;TSS1500,0.008,0.002,4.73E-04,+++++++++
16,88356253,cg08795589,,ZNF469      ,,-0.002,0.001,4.73E-04,-+---+---
14,65005951,cg20014063,HSPA2,HSPA2      ,TSS1500,0.004,0.001,4.73E-04,+++++++++
17,19186646,cg17003199,EPN2,EPN2       ,5'UTR;Body;Body,0.002,0.001,4.73E-04,-++++-+++
2,11850727,cg04314361,,LPIN1      ,,-0.001,0,4.74E-04,-----+---
6,156718398,cg09056876,,ARID1B      ,,0.005,0.001,4.74E-04,++++++-+-
6,100903575,cg24211504,SIM1,SIM1       ,Body,-0.002,0,4.74E-04,--------+
6,32051857,cg07717083,TNXB,TNXB       ,Body,-0.004,0.001,4.74E-04,+-------+
15,42866523,cg22630754,STARD9,STARD9      ,TSS1500,0.009,0.003,4.74E-04,+-?+++++-
11,44541718,cg02358323,,CD82       ,,0.006,0.002,4.74E-04,+++-+++++
17,47695458,cg11046602,SPOP,SPOP       ,Body;Body;Body;Body;Body;Body,0.005,0.002,4.74E-04,++++++-++
6,28602543,cg20379725,,ZBED9      ,,0.004,0.001,4.75E-04,+-+++++++
6,28917329,cg15786664,,TRIM27      ,,0.002,0.001,4.76E-04,+-?++-+++
16,31343056,cg15817542,ITGAM,ITGAM      ,3'UTR;3'UTR,-0.004,0.001,4.76E-04,+-------+
6,31646236,cg00621943,LY6G5C,LY6G5C      ,Body,-0.004,0.001,4.77E-04,-----+---
15,35598798,cg07891911,,DPH6       ,,-0.006,0.002,4.77E-04,+-----+-+
3,126613533,cg09373298,CHCHD6,CHCHD6      ,Body,-0.003,0.001,4.77E-04,-----+---
12,13155162,cg12910900,HTR7P,HTR7P1      ,Body,0.001,0,4.77E-04,-+++++-++
11,129817418,cg04181189,PRDM10,PRDM10      ,5'UTR;5'UTR;Body;Body;1stExon;1stExon,0.003,0.001,4.77E-04,+++++++++
11,1862477,cg05258834,TNNI2,TNNI2      ,Body;Body;Body,0.002,0.001,4.78E-04,+-+++++++
2,65459129,cg08053057,ACTR2,ACTR2      ,Body;Body,0.002,0.001,4.78E-04,--++++++-
16,31020735,cg09499421,STX1B,STX1B      ,Body,-0.005,0.001,4.79E-04,---------
1,39492366,cg22857872,NDUFS5,NDUFS5      ,5'UTR,-0.001,0,4.79E-04,-----+---
8,144344793,cg20232550,ZFP41,ZFP41      ,3'UTR,0.001,0,4.79E-04,++++-++++
15,78697933,cg04807108,,IREB2      ,,0.009,0.003,4.79E-04,++++++-++
9,133567903,cg14614094,EXOSC2,EXOSC2      ,TSS1500,0.007,0.002,4.79E-04,++++++-++
12,54430991,cg05349837,HOXC4,HOXC4      ,5'UTR,0.006,0.002,4.80E-04,++-+++-++
1,156450669,cg14087168,MEF2D,MEF2D      ,Body,-0.003,0.001,4.80E-04,+--+-----
13,99736304,cg27462475,DOCK9,DOCK9      ,Body;Body,-0.004,0.001,4.80E-04,+--------
21,46875218,cg14903689,COL18A1,COL18A1     ,TSS1500;Body;TSS1500,-0.004,0.001,4.80E-04,+--------
11,111847747,cg24601030,DIXDC1,DIXDC1      ,TSS1500;Body,0.006,0.002,4.80E-04,+++-++-++
22,19744026,cg10647101,TBX1,TBX1       ,TSS200;TSS200;TSS200,-0.002,0.001,4.80E-04,-+-------
4,111536216,cg04676482,,PITX2      ,,-0.003,0.001,4.81E-04,-----+---
16,1827105,cg06010514,SPSB3,SPSB3      ,Body,0.004,0.001,4.81E-04,+++++++++
19,1003622,cg06532779,GRIN3B,GRIN3B      ,Body,0.003,0.001,4.81E-04,++-++++++
15,52477794,cg11871050,GNB5,GNB5       ,5'UTR,-0.002,0.001,4.81E-04,+-----+--
14,81999503,cg14132731,SEL1L,SEL1L      ,Body,0.008,0.002,4.81E-04,+-+-++-++
11,126870702,cg18434848,KIRREL3,KIRREL3     ,1stExon;5'UTR;5'UTR;1stExon,-0.001,0,4.81E-04,++-+-+---
1,11323253,cg10315903,MTOR,MTOR       ,TSS1500,0.009,0.003,4.82E-04,+++++++++
11,49124111,cg02295101,,FOLH1      ,,0.004,0.001,4.82E-04,++++++-++
10,43811183,cg06266973,,RASGEF1A     ,,0.005,0.001,4.82E-04,+++-+++++
9,97713896,cg21234955,C9orf3,C9orf3      ,Body,-0.008,0.002,4.82E-04,--------+
11,1706902,cg26386189,HCCA2;FAM99B,MOB2       ,Body;TSS200,-0.003,0.001,4.82E-04,---+-----
15,90543610,cg21109038,ZNF710,ZNF710      ,TSS1500,0.008,0.002,4.82E-04,-++++++++
17,56297193,cg15672749,MKS1,MKS1       ,TSS1500;TSS1500,0.004,0.001,4.82E-04,+++++++++
10,74086590,cg08251248,,DNAJB12     ,,-0.007,0.002,4.83E-04,--??+-?--
15,85347344,cg21695727,ZNF592,ZNF592      ,3'UTR,0.003,0.001,4.84E-04,++++++++-
16,21532721,cg05796223,SLC7A5P2,SLC7A5P2     ,TSS1500,0.005,0.001,4.84E-04,-+??++?++
17,79799376,cg27316369,,P4HB       ,,0.006,0.002,4.84E-04,+++++++++
7,2847575,cg18446336,GNA12,GNA12      ,Body,-0.009,0.003,4.84E-04,-+---++--
10,102046263,cg20163429,BLOC1S2,BLOC1S2     ,Body;TSS200,-0.001,0,4.84E-04,---------
1,227949789,cg05007495,SNAP47,SNAP47      ,Body,-0.004,0.001,4.84E-04,---+-----
19,56618060,cg20956548,ZNF787,ZNF787      ,5'UTR,-0.008,0.002,4.84E-04,----+---+
2,211339074,cg10447327,LANCL1,LANCL1      ,Body;Body;Body,0.014,0.004,4.85E-04,++++++?+-
7,105754353,cg01581098,SYPL1,SYPL1      ,TSS1500,0.006,0.002,4.85E-04,++++++++-
8,59508474,cg25874782,NSMAF,NSMAF      ,Body;Body,0.007,0.002,4.85E-04,+++++++--
4,62129666,cg15847685,,LPHN3      ,,0.005,0.001,4.86E-04,+-++++++-
11,125326173,cg18436735,FEZ1,FEZ1       ,Body,0.007,0.002,4.86E-04,++++++++-
11,63604740,cg16933224,,MARK2      ,,-0.002,0.001,4.86E-04,++---+---
5,78986160,cg02366931,CMYA5,CMYA5      ,Body,0.004,0.001,4.86E-04,--+++++++
2,100217960,cg19542849,AFF3,AFF3       ,Body;Body,-0.005,0.001,4.86E-04,---------
10,114853855,cg18842107,TCF7L2,TCF7L2      ,Body;Body;Body;Body;Body;Body,0.006,0.002,4.87E-04,-++++++++
11,18343657,cg11347316,GTF2H1;HPS5,HPS5       ,TSS200;1stExon;5'UTR;TSS200;5'UTR;5'UTR;1stExon,-0.003,0.001,4.87E-04,+----+---
17,43339831,cg19539667,LOC100133991;C17orf46,,Body;Body;TSS1500,-0.004,0.001,4.87E-04,-+------+
8,128808017,cg25247520,MIR1204;PVT1,PVT1       ,TSS200;Body,-0.005,0.002,4.87E-04,--------+
12,51477693,cg06260527,CSRNP2,CSRNP2      ,TSS1500,0.007,0.002,4.87E-04,+++++++++
20,5891786,cg07642638,CHGB,CHGB       ,TSS200,-0.003,0.001,4.87E-04,-+-+-----
1,224580455,cg13483984,WDR26,WDR26      ,Body;Body,-0.007,0.002,4.87E-04,-----+---
13,45885564,cg23912239,,TPT1       ,,-0.001,0,4.87E-04,---------
15,74431181,cg08559424,,ISLR2      ,,0.004,0.001,4.88E-04,++++-+-+-
8,38512125,cg04929612,,RNF5P1      ,,-0.005,0.001,4.88E-04,--+--+---
17,1123812,cg20964216,,ABR       ,,-0.001,0,4.88E-04,---+-+---
7,100024898,cg17968037,ZCWPW1,ZCWPW1      ,5'UTR,0.008,0.002,4.88E-04,--+++++++
12,96429508,cg18739577,LTA4H,LTA4H      ,TSS200,0.001,0,4.88E-04,-++-++++-
3,37904293,cg12919119,CTDSPL,CTDSPL      ,Body;Body,0.005,0.001,4.88E-04,++++++-+-
2,48844908,cg00493304,GTF2A1L;STON1-GTF2A1L,STON1-GTF2A1L  ,TSS200;Body;TSS200,0.008,0.002,4.89E-04,+++++++++
17,74497851,cg00634714,RHBDF2,RHBDF2      ,TSS1500;TSS1500,0.004,0.001,4.89E-04,++++++++-
4,4669484,cg22767348,,,,0.004,0.001,4.89E-04,+++++++++
16,84681507,cg23617760,KLHL36,KLHL36      ,TSS1500,0.004,0.001,4.90E-04,-++++++++
3,138661281,cg05131382,,FOXL2      ,,0.005,0.002,4.90E-04,++-+++++-
2,54014928,cg09506183,LOC100302652;ERLEC1;ASB3,ERLEC1      ,Body;Body;TSS1500;TSS1500;Body;Body,-0.001,0,4.91E-04,---------
18,28658043,cg15538809,DSC2,DSC2       ,Body;Body,0.003,0.001,4.91E-04,+++++++++
19,47844652,cg24217159,GPR77,C5AR2      ,Body,0.001,0,4.91E-04,++++++++-
11,76535564,cg25625514,,TSKU       ,,-0.005,0.002,4.91E-04,++---+---
19,52511726,cg26929337,ZNF615,ZNF615      ,TSS1500,-0.003,0.001,4.91E-04,---------
8,1324787,cg09610084,,LOC286083    ,,-0.008,0.002,4.92E-04,---+--+--
7,1137834,cg10898067,C7orf50,C7orf50     ,Body;Body;Body,-0.002,0.001,4.92E-04,+---+++--
13,24001967,cg03361776,SACS,SACS       ,5'UTR,0.003,0.001,4.92E-04,++++++++-
16,19191723,cg27040709,SYT17,SYT17      ,Body,-0.005,0.001,4.92E-04,+----+---
6,28226905,cg00765128,NKAPL,NKAPL      ,TSS200,0.008,0.002,4.93E-04,++--+++++
2,27301490,cg15895197,EMILIN1,EMILIN1     ,1stExon;5'UTR,-0.005,0.002,4.93E-04,--------+
5,168310308,cg05457620,SLIT3,SLIT3      ,Body,0.003,0.001,4.93E-04,+-+-++++-
10,21789582,cg03174507,,CASC10      ,,-0.004,0.001,4.93E-04,---------
13,114875282,cg00732810,RASA3,RASA3      ,Body,-0.006,0.002,4.93E-04,--------+
3,67691965,cg27533999,SUCLG2,SUCLG2      ,Body,-0.003,0.001,4.93E-04,---+-----
12,57421088,cg01395351,,MYO1A      ,,-0.005,0.002,4.94E-04,-----+--+
22,28196226,cg12872311,MN1,MN1       ,1stExon,0.007,0.002,4.94E-04,++-++++++
10,75008185,cg04745336,DNAJC9,MRPS16      ,TSS1500,-0.005,0.001,4.94E-04,---------
5,110088130,cg02061660,SLC25A46,SLC25A46     ,Body,-0.008,0.002,4.94E-04,--+-+----
8,8630364,cg05460571,,MFHAS1      ,,-0.005,0.001,4.94E-04,-+-------
11,72975702,cg06637774,P2RY6,P2RY6      ,5'UTR;5'UTR,0.007,0.002,4.94E-04,+++-+++++
2,177013630,cg24000528,MIR10B,MIR10B      ,TSS1500,-0.006,0.002,4.94E-04,---+-----
20,6104215,cg09539538,FERMT1,FERMT1      ,TSS200,0.004,0.001,4.95E-04,++++++++-
3,13694484,cg12467226,LOC285375,,Body,-0.003,0.001,4.96E-04,-+---+---
6,31699709,cg12506597,CLIC1,CLIC1      ,Body,0.002,0.001,4.96E-04,--+++++++
4,103680201,cg02193956,MANBA,MANBA      ,Body,0.011,0.003,4.96E-04,++++++++-
7,142417964,cg01534284,,PRSS1      ,,0.009,0.003,4.96E-04,++?++++++
17,36452075,cg17519037,MRPL45,MRPL45      ,TSS1500,0.003,0.001,4.96E-04,++??++?++
7,64696583,cg03836747,,INTS4P1     ,,0.007,0.002,4.97E-04,-+?-+++++
14,50698469,cg05746608,SOS2,SOS2       ,TSS1500,-0.001,0,4.97E-04,-+----+--
7,134464242,cg14009688,CALD1,CALD1      ,5'UTR;1stExon;1stExon;1stExon;5'UTR;5'UTR,0.007,0.002,4.97E-04,+-+++++++
7,73442531,cg05822532,ELN,ELN       ,1stExon;1stExon;1stExon;1stExon;1stExon,-0.01,0.003,4.97E-04,---+-----
9,34377068,cg08230990,KIAA1161,KIAA1161     ,TSS200,-0.001,0,4.98E-04,-+-------
19,12666317,cg24932585,,ZNF564      ,,0.006,0.002,4.98E-04,+-++++-++
6,137539688,cg13370280,IFNGR1,IFNGR1      ,Body,-0.001,0,4.98E-04,---------
1,229569894,cg02767613,ACTA1,ACTA1      ,TSS200,-0.001,0,4.98E-04,--------+
1,175076209,cg26270116,TNN,TNN       ,Body,-0.004,0.001,4.98E-04,--??-----
6,108439511,cg12940104,,OSTM1      ,,-0.001,0,4.99E-04,---+-----
19,4638933,cg09918674,TNFAIP8L1,TNFAIP8L1    ,TSS1500;TSS1500,-0.003,0.001,4.99E-04,---------
17,46676215,cg15908709,LOC404266;HOXB6,HOXB6      ,Body;Body;Body;Body;5'UTR;Body,-0.005,0.002,4.99E-04,-+-------
12,3182391,cg17444709,,TSPAN9      ,,0.006,0.002,4.99E-04,+++-++-+-
5,135465944,cg26880865,SMAD5OS,SMAD5-AS1    ,Body,0.003,0.001,5.00E-04,+-?+++++-
10,44102591,cg27213549,ZNF485,ZNF485      ,Body,0.005,0.001,5.00E-04,+++++++++
9,129624994,cg13916080,ZBTB34,ZBTB34      ,5'UTR,0.004,0.001,5.01E-04,++++-++--
14,19377109,cg15843496,OR11H12,OR11H12     ,TSS1500,0.011,0.003,5.01E-04,++??++?++
2,9984929,cg10881225,TAF1B,TAF1B      ,Body,0.005,0.002,5.01E-04,++++++--+
17,847577,cg20633370,NXN,NXN       ,Body,-0.006,0.002,5.01E-04,++----+-+
6,35992685,cg23807646,SLC26A8,SLC26A8     ,TSS1500;TSS1500,0.005,0.002,5.01E-04,-+-++++++
22,41865178,cg17546822,ACO2;PHF5A,ACO2       ,1stExon;TSS1500,-0.002,0.001,5.01E-04,--??-----
3,47624064,cg21746724,,SMARCC1     ,,0.005,0.001,5.02E-04,+++-+++++
17,25773641,cg17126924,,,,0.007,0.002,5.02E-04,+++++++++
17,2228003,cg22556056,TSR1;SRR,SRR       ,Body;3'UTR,-0.004,0.001,5.02E-04,---------
17,49009658,cg13241751,,SPAG9      ,,0.005,0.002,5.02E-04,++++++-++
16,31439672,cg00444059,COX6A2,COX6A2      ,1stExon;5'UTR,0.003,0.001,5.02E-04,+++++-+++
6,167810395,cg06851817,,TCP10      ,,-0.005,0.001,5.02E-04,-----+---
2,263656,cg13354988,ACP1;SH3YL1,,TSS1500;TSS1500;Body;TSS1500;Body;TSS1500,0.007,0.002,5.03E-04,+++++++++
8,37699360,cg12869334,GPR124,GPR124      ,Body,-0.009,0.003,5.03E-04,---+-----
9,93922525,cg02703145,,AUH       ,,0.011,0.003,5.03E-04,++-++++++
19,51845446,cg07056626,VSIG10L,VSIG10L     ,TSS200,0.006,0.002,5.04E-04,++++++++-
6,170396223,cg06882829,,LOC154449    ,,0.006,0.002,5.04E-04,++-++++++
1,200886417,cg13930047,,C1orf106     ,,0.006,0.002,5.05E-04,++-+++++-
7,43769049,cg17408647,C7orf44,COA1       ,5'UTR;1stExon,-0.001,0,5.05E-04,-------+-
2,103353219,cg02694955,MFSD9,MFSD9      ,1stExon,-0.001,0,5.05E-04,-+---+--+
2,240679706,cg02884944,,LOC150935    ,,-0.005,0.002,5.05E-04,--?------
19,57702324,cg18344466,ZNF264,ZNF264      ,TSS1500,0.005,0.001,5.06E-04,-+++++-+-
11,1446859,cg11022513,BRSK2,BRSK2      ,Body,-0.003,0.001,5.06E-04,---+-----
5,58330886,cg09062288,PDE4D,PDE4D      ,Body;Body;Body,-0.006,0.002,5.06E-04,--+------
7,89873891,cg09642347,C7orf63,CFAP69      ,TSS1500;TSS1500,0.006,0.002,5.06E-04,+++++++++
8,125491085,cg08594696,RNF139,RNF139      ,Body,0.003,0.001,5.07E-04,+-++++++-
16,86542659,cg00606102,FOXF1,,TSS1500,-0.001,0,5.07E-04,-------+-
1,7543471,cg06077003,CAMTA1,CAMTA1      ,Body,0.004,0.001,5.07E-04,+++--+-++
9,140354241,cg01970325,NELF,PNPLA7      ,TSS1500;TSS1500;TSS1500;TSS1500,-0.004,0.001,5.07E-04,---+-----
10,134503483,cg19087643,INPP5A,INPP5A      ,Body,-0.001,0,5.07E-04,-++--+---
13,77576078,cg02397552,CLN5,CLN5       ,3'UTR,-0.006,0.002,5.07E-04,+-+------
3,8543014,cg20595215,LMCD1,,TSS1500,0.003,0.001,5.07E-04,+++-+++++
16,67336052,cg08128361,KCTD19,KCTD19      ,Body,-0.004,0.001,5.08E-04,-+---+---
3,194033680,cg24718819,,,,-0.002,0,5.08E-04,-----+---
9,133327530,cg13835114,ASS1,ASS1       ,5'UTR;5'UTR,-0.004,0.001,5.08E-04,-----+--+
10,44500491,cg09275408,,,,0.006,0.002,5.08E-04,++-++++++
19,1512314,cg04601137,ADAMTSL5,ADAMTSL5     ,5'UTR,-0.004,0.001,5.08E-04,----++--+
11,126456651,cg04445570,KIRREL3,KIRREL3     ,Body;Body,0.003,0.001,5.08E-04,+++-+++++
12,96389547,cg22491680,HAL,HAL       ,Body,0.007,0.002,5.09E-04,++++++++-
19,45430113,cg24084606,APOC1P1,APOC1P1     ,Body;Body;Body,0.005,0.001,5.09E-04,+++-+++++
1,3340124,cg01261194,PRDM16,PRDM16      ,Body;Body,-0.004,0.001,5.09E-04,-+-+-+---
13,27092836,cg19005168,,WASF3      ,,-0.003,0.001,5.09E-04,--------+
7,27138974,cg08657654,,HOXA2      ,,-0.012,0.003,5.10E-04,++-------
11,117947997,cg05416223,TMPRSS4,TMPRSS4     ,5'UTR;1stExon;1stExon;5'UTR,-0.004,0.001,5.10E-04,---------
6,134639482,cg24937675,SGK1,SGK1       ,TSS1500,0.007,0.002,5.10E-04,+-++++++-
10,71091204,cg15258080,HK1,HK1       ,Body;Body;Body;Body;Body,0.002,0,5.10E-04,+-+++++++
16,87746161,cg05746370,KLHDC4,KLHDC4      ,Body,-0.004,0.001,5.11E-04,---------
16,86703935,cg02657828,,FOXL1      ,,0.005,0.002,5.11E-04,++++++++-
5,130329173,cg12324708,,HINT1      ,,-0.003,0.001,5.11E-04,---------
3,11323560,cg11277834,ATG7,ATG7       ,5'UTR;5'UTR;5'UTR,0.006,0.002,5.11E-04,++++++-+-
13,52769951,cg24678163,THSD1P,THSD1P1     ,TSS1500,0.007,0.002,5.12E-04,++-+-++++
3,4345006,cg02520519,SETMAR,SETMAR      ,1stExon;5'UTR;TSS1500,-0.002,0,5.12E-04,-----+--+
1,16847535,cg01059331,,MIR3675     ,,0.008,0.002,5.12E-04,++??-+-++
3,66633374,cg05068866,,LRIG1      ,,-0.006,0.002,5.12E-04,----+-+-+
8,30245145,cg23044884,RBPMS,RBPMS      ,Body;Body;Body;Body,0.016,0.005,5.12E-04,+++++++++
5,41902083,cg04441453,,C5orf51     ,,0.003,0.001,5.12E-04,--++++-+-
14,54424149,cg24526899,BMP4,BMP4       ,TSS1500;TSS1500,0.007,0.002,5.14E-04,++++++++-
6,2876395,cg02792740,,,,-0.003,0.001,5.14E-04,---+----+
7,1081709,cg02869364,C7orf50,C7orf50     ,Body;Body;Body,-0.006,0.002,5.14E-04,--?------
8,12526205,cg23717764,,LONRF1      ,,-0.006,0.002,5.14E-04,--??-+?--
10,103289745,cg24381155,BTRC,BTRC       ,Body;Body,0.005,0.002,5.15E-04,+-++++-++
1,10675623,cg26362368,PEX14,PEX14      ,Body,0.007,0.002,5.15E-04,++++++++-
17,79075920,cg01276536,BAIAP2,BAIAP2      ,Body;Body;Body;Body,-0.003,0.001,5.15E-04,-----+--+
3,128205143,cg06115614,GATA2,GATA2      ,Body;Body;Body,-0.004,0.001,5.15E-04,--------+
7,112725899,cg10336790,GPR85,GPR85      ,5'UTR;5'UTR;5'UTR;5'UTR,0.011,0.003,5.15E-04,+++++++++
4,70389517,cg05160558,,UGT2B4      ,,0.006,0.002,5.15E-04,++++-++++
7,28195090,cg14491535,JAZF1,JAZF1      ,Body,0.011,0.003,5.15E-04,+++++++-+
21,43198431,cg21863949,,RIPK4      ,,0.004,0.001,5.15E-04,+++++++++
12,113671028,cg21110337,TPCN1,TPCN1      ,Body;Body,0.003,0.001,5.16E-04,+-+++++++
10,125222790,cg11653519,,GPR26      ,,0.006,0.002,5.16E-04,+-++-++++
1,87599262,cg03423077,LOC339524,,Body;Body;Body;Body;Body,0.01,0.003,5.17E-04,++++++++-
16,30581384,cg03776506,ZNF688,ZNF688      ,Body;Body,0.002,0.001,5.17E-04,+++++-++-
5,150400001,cg21504918,GPX3,GPX3       ,5'UTR;1stExon,-0.001,0,5.17E-04,-+----+--
11,128343784,cg25068347,ETS1,ETS1       ,Body;Body;Body,-0.008,0.002,5.17E-04,--------+
16,85578516,cg09479650,,GSE1       ,,0.004,0.001,5.18E-04,+-+++++++
